,State,Soil,Crop,Variety,Season,Available-N(kg/ha),Available-P(kg/ha),Available-K(kg/ha),Required-N(kg/ha),Required-P(kg/ha),Required-K(kg/ha),Yeild(q/ha)
534,Maharashtra,17,Transplanted paddy,Indrayani,-,150.0,15,250.0,157.0,171,69.0,40.0
535,Maharashtra,17,Transplanted paddy,Indrayani,-,150.0,15,250.0,183.0,218,83.0,45.0
536,Maharashtra,17,Transplanted paddy,Indrayani,-,200.0,20,300.0,140.0,103,61.0,40.0
537,Maharashtra,17,Transplanted paddy,Indrayani,-,200.0,20,300.0,166.0,150,75.0,45.0
538,Maharashtra,17,Transplanted paddy,Indrayani,-,250.0,25,350.0,123.0,35,53.0,40.0
539,Maharashtra,17,Transplanted paddy,Indrayani,-,250.0,25,350.0,149.0,82,67.0,45.0
540,Maharashtra,17,Transplanted paddy,Indrayani,-,300.0,30,400.0,106.0,25,45.0,40.0
541,Maharashtra,17,Transplanted paddy,Indrayani,-,300.0,30,400.0,132.0,25,59.0,45.0
542,Maharashtra,18,Upland paddy,R024,Rabi,100.0,6,200.0,112.0,61,61.0,30.0
543,Maharashtra,18,Upland paddy,R024,Rabi,100.0,6,200.0,167.0,82,84.0,40.0
544,Maharashtra,18,Upland paddy,R024,Rabi,120.0,8,300.0,101.0,59,56.0,30.0
545,Maharashtra,18,Upland paddy,R024,Rabi,120.0,8,300.0,156.0,81,79.0,40.0
546,Maharashtra,18,Upland paddy,R024,Rabi,140.0,10,400.0,90.0,57,51.0,30.0
547,Maharashtra,18,Upland paddy,R024,Rabi,140.0,10,400.0,145.0,79,74.0,40.0
548,Maharashtra,18,Upland paddy,R024,Rabi,160.0,12,500.0,80.0,55,46.0,30.0
549,Maharashtra,18,Upland paddy,R024,Rabi,160.0,12,500.0,134.0,77,69.0,40.0
550,Maharashtra,18,Upland paddy,R024,Rabi,180.0,14,600.0,68.0,54,41.0,30.0
551,Maharashtra,18,Upland paddy,R024,Rabi,180.0,14,600.0,123.0,76,64.0,40.0
552,Maharashtra,18,Upland paddy,R024,Rabi,200.0,16,700.0,57.0,52,36.0,30.0
553,Maharashtra,18,Upland paddy,R024,Rabi,200.0,16,700.0,112.0,74,59.0,40.0
554,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,100.0,6,250.0,61.0,77,35.0,30.0
555,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,100.0,6,250.0,78.0,94,43.0,35.0
556,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,120.0,10,300.0,54.0,60,32.0,30.0
557,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,120.0,10,300.0,70.0,77,40.0,35.0
558,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,140.0,14,350.0,46.0,44,29.0,30.0
559,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,140.0,14,350.0,63.0,61,37.0,35.0
560,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,160.0,18,400.0,38.0,28,26.0,30.0
561,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,160.0,18,400.0,55.0,45,34.0,35.0
562,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,180.0,22,450.0,30.0,11,23.0,30.0
563,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,180.0,22,450.0,47.0,28,21.0,35.0
564,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,200.0,26,500.0,23.0,25,20.0,30.0
565,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,200.0,26,500.0,40.0,25,28.0,35.0
566,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,220.0,26,550.0,16.0,25,17.0,30.0
567,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,220.0,26,550.0,32.0,25,25.0,35.0
568,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,240.0,26,600.0,8.0,25,14.0,30.0
569,Maharahtra,15,Pearl millet,Saburi0RHRBH08609,Kharif,240.0,26,600.0,25.0,25,22.0,35.0
570,Maharashtra,11,Chickpea,Vishal,Rabi,100.0,6,200.0,59.0,61,18.0,20.0
571,Maharashtra,11,Chickpea,Vishal,Rabi,100.0,6,200.0,85.0,802,24.0,25.0
572,Maharashtra,11,Chickpea,Vishal,Rabi,120.0,8,250.0,50.0,55,16.0,20.0
573,Maharashtra,11,Chickpea,Vishal,Rabi,120.0,8,250.0,76.0,75,22.0,25.0
574,Maharashtra,11,Chickpea,Vishal,Rabi,140.0,10,300.0,41.0,50,14.0,20.0
575,Maharashtra,11,Chickpea,Vishal,Rabi,140.0,10,300.0,64.0,69,20.0,25.0
576,Maharashtra,11,Chickpea,Vishal,Rabi,160.0,12,350.0,31.0,44,12.0,20.0
577,Maharashtra,11,Chickpea,Vishal,Rabi,160.0,12,350.0,58.0,64,18.0,25.0
578,Maharashtra,11,Chickpea,Vishal,Rabi,180.0,14,400.0,22.0,39,10.0,20.0
579,Maharashtra,11,Chickpea,Vishal,Rabi,180.0,14,400.0,48.0,58,16.0,25.0
580,Maharashtra,11,Chickpea,Vishal,Rabi,200.0,16,450.0,13.0,33,8.0,20.0
581,Maharashtra,11,Chickpea,Vishal,Rabi,200.0,16,450.0,39.0,52,14.0,25.0
582,Maharashtra,11,Chickpea,Vishal,Rabi,220.0,18,500.0,25.0,28,25.0,20.0
583,Maharashtra,11,Chickpea,Vishal,Rabi,220.0,18,500.0,30.0,47,12.0,25.0
584,Maharashtra,11,Chickpea,Vishal,Rabi,240.0,20,550.0,25.0,22,25.0,20.0
585,Maharashtra,11,Chickpea,Vishal,Rabi,240.0,20,550.0,21.0,41,25.0,25.0
586,Maharashtra,11,Chickpea,Vishal,Rabi,260.0,22,600.0,25.0,16,25.0,20.0
587,Maharashtra,11,Chickpea,Vishal,Rabi,260.0,22,600.0,25.0,36,25.0,25.0
588,Maharashtra,11,Chickpea,Vishal,Rabi,260.0,24,650.0,25.0,25,25.0,20.0
589,Maharashtra,11,Chickpea,Vishal,Rabi,260.0,24,650.0,25.0,30,25.0,25.0
590,Maharashtra,16,Okra,Arka anamika,Summer,100.0,6,200.0,157.0,110,109.0,12.0
591,Maharashtra,16,Okra,Arka anamika,Summer,100.0,6,200.0,121.0,88,90.0,12.0
592,Maharashtra,16,Okra,Arka anamika,Summer,120.0,8,300.0,148.0,105,94.0,12.0
593,Maharashtra,16,Okra,Arka anamika,Summer,120.0,8,300.0,113.0,83,76.0,12.0
594,Maharashtra,16,Okra,Arka anamika,Summer,140.0,10,400.0,139.0,100,79.0,12.0
595,Maharashtra,16,Okra,Arka anamika,Summer,140.0,10,400.0,104.0,79,62.0,12.0
596,Maharashtra,16,Okra,Arka anamika,Summer,160.0,12,500.0,130.0,95,64.0,12.0
597,Maharashtra,16,Okra,Arka anamika,Summer,160.0,12,500.0,96.0,74,48.0,12.0
598,Maharashtra,16,Okra,Arka anamika,Summer,180.0,14,600.0,121.0,91,59.0,12.0
599,Maharashtra,16,Okra,Arka anamika,Summer,180.0,14,600.0,88.0,70,34.0,12.0
600,Maharashtra,16,Okra,Arka anamika,Summer,200.0,16,700.0,112.0,86,34.0,12.0
601,Maharashtra,16,Okra,Arka anamika,Summer,200.0,16,700.0,79.0,65,20.0,12.0
602,Maharashtra,16,Okra,Arka anamika,Summer,220.0,18,800.0,103.0,81,19.0,12.0
603,Maharashtra,16,Okra,Arka anamika,Summer,220.0,18,800.0,71.0,61,25.0,12.0
604,Maharashtra,16,Brinjal,Krishna,Summer,100.0,6,200.0,188.0,113,134.5,50.0
605,Maharashtra,16,Brinjal,Krishna,Summer,100.0,6,200.0,236.2,144.4,166.6,60.0
606,Maharashtra,16,Brinjal,Krishna,Summer,120.0,8,300.0,177.4,98.4,121.5,50.0
607,Maharashtra,16,Brinjal,Krishna,Summer,120.0,8,300.0,225.6,129.8,153.6,60.0
608,Maharashtra,16,Brinjal,Krishna,Summer,140.0,10,400.0,166.8,83.8,108.5,50.0
609,Maharashtra,16,Brinjal,Krishna,Summer,140.0,10,400.0,215.0,115.2,140.6,60.0
610,Maharashtra,16,Brinjal,Krishna,Summer,160.0,12,500.0,156.2,69.3,95.5,50.0
611,Maharashtra,16,Brinjal,Krishna,Summer,160.0,12,500.0,204.4,100.5,127.6,60.0
612,Maharashtra,16,Brinjal,Krishna,Summer,180.0,14,600.0,145.6,54.5,82.5,50.0
613,Maharashtra,16,Brinjal,Krishna,Summer,180.0,14,600.0,193.8,85.9,114.6,60.0
614,Maharashtra,16,Brinjal,Krishna,Summer,200.0,16,700.0,135.0,39.8,69.5,50.0
615,Maharashtra,16,Brinjal,Krishna,Summer,200.0,16,700.0,183.2,71.2,101.6,60.0
616,Maharashtra,11,Cabbage,Golden acre,Rabi,100.0,6,200.0,227.4,128,162.0,30.0
617,Maharashtra,11,Cabbage,Golden acre,Rabi,100.0,6,200.0,310.0,175,229.0,40.0
618,Maharashtra,11,Cabbage,Golden acre,Rabi,120.0,8,300.0,223.2,123,143.0,30.0
619,Maharashtra,11,Cabbage,Golden acre,Rabi,120.0,8,300.0,306.0,170,210.0,40.0
620,Maharashtra,11,Cabbage,Golden acre,Rabi,140.0,10,400.0,219.0,118,124.0,30.0
621,Maharashtra,11,Cabbage,Golden acre,Rabi,140.0,10,400.0,302.0,165,191.0,40.0
622,Maharashtra,11,Cabbage,Golden acre,Rabi,160.0,12,500.0,214.8,114,105.0,30.0
623,Maharashtra,11,Cabbage,Golden acre,Rabi,160.0,12,500.0,298.0,108,172.0,40.0
624,Maharashtra,11,Cabbage,Golden acre,Rabi,180.0,14,600.0,210.6,109,86.0,30.0
625,Maharashtra,11,Cabbage,Golden acre,Rabi,180.0,14,600.0,293.0,156,153.0,40.0
626,Maharashtra,11,Cabbage,Golden acre,Rabi,200.0,16,700.0,206.4,104,67.0,30.0
627,Maharashtra,11,Cabbage,Golden acre,Rabi,200.0,16,700.0,289.0,151,134.0,40.0
628,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,100.0,6,200.0,136.0,93,82.0,25.0
629,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,100.0,6,200.0,106.0,74,54.0,25.0
630,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,120.0,8,300.0,128.0,89,74.0,25.0
631,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,120.0,8,300.0,100.0,70,48.0,25.0
632,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,140.0,10,400.0,122.0,83,66.0,25.0
633,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,140.0,10,400.0,94.0,66,42.0,25.0
634,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,160.0,12,500.0,115.0,80,58.0,25.0
635,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,160.0,12,500.0,88.0,62,36.0,25.0
636,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,180.0,14,600.0,108.0,75,50.0,25.0
637,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,180.0,14,600.0,82.0,57,30.0,25.0
638,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,200.0,16,700.0,101.0,71,42.0,25.0
639,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,200.0,16,700.0,76.0,53,24.0,25.0
640,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,220.0,18,800.0,94.0,66,34.0,25.0
641,Maharashtra,16,Cauliflower,Namdhari N0. 90,Rabi,220.0,18,800.0,70.0,49,18.0,25.0
642,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,100.0,6,200.0,231.0,125,196.0,175.0
643,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,100.0,6,200.0,171.0,113,175.0,175.0
644,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,120.0,8,300.0,223.0,114,179.0,175.0
645,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,120.0,8,300.0,165.0,104,152.0,175.0
646,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,140.0,10,400.0,251.0,103,162.0,175.0
647,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,140.0,10,400.0,158.0,93,137.0,175.0
648,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,160.0,12,500.0,207.0,92,145.0,175.0
649,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,160.0,12,500.0,152.0,82,121.0,175.0
650,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,180.0,14,600.0,199.0,81,128.0,175.0
651,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,180.0,14,600.0,146.0,72,105.0,175.0
652,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,200.0,16,700.0,191.0,70,111.0,175.0
653,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,200.0,16,700.0,140.0,61,90.0,175.0
654,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,220.0,18,800.0,183.0,59,94.12,175.0
655,Maharashtra,19,Potato,Khurfi Jyoti,Rabi,220.0,18,800.0,133.2,50.2,74.1,175.0
656,Maharashtra,19,Tomato,Dhanshree,Summer,100.0,6,200.0,114.0,91,105.0,30.0
657,Maharashtra,19,Tomato,Dhanshree,Summer,100.0,6,200.0,70.0,53,52.0,30.0
658,Maharashtra,19,Tomato,Dhanshree,Summer,120.0,8,300.0,105.0,84,80.0,30.0
659,Maharashtra,19,Tomato,Dhanshree,Summer,120.0,8,300.0,61.0,47,30.0,30.0
660,Maharashtra,19,Tomato,Dhanshree,Summer,140.0,10,400.0,96.0,75,55.0,30.0
661,Maharashtra,19,Tomato,Dhanshree,Summer,140.0,10,400.0,52.0,42,25.0,30.0
662,Maharashtra,19,Tomato,Dhanshree,Summer,160.0,12,500.0,86.0,66,30.0,30.0
663,Maharashtra,19,Tomato,Dhanshree,Summer,160.0,12,500.0,44.0,36,25.0,30.0
664,Maharashtra,19,Tomato,Dhanshree,Summer,180.0,14,600.0,77.0,55,25.0,30.0
665,Maharashtra,19,Tomato,Dhanshree,Summer,180.0,14,600.0,35.0,30,25.0,30.0
666,Maharashtra,19,Tomato,Dhanshree,Summer,200.0,16,700.0,68.0,50,25.0,30.0
667,Maharashtra,19,Tomato,Dhanshree,Summer,200.0,16,700.0,27.0,25,25.0,30.0
668,Maharashtra,19,Tomato,Dhanshree,Summer,220.0,18,800.0,59.0,42,25.0,30.0
669,Maharashtra,19,Tomato,Dhanshree,Summer,220.0,18,800.0,18.0,19,25.0,30.0
670,Maharashtra,16,Turmeric,Salem,Kharif,100.0,6,200.0,599.0,273,269.0,70.0
671,Maharashtra,16,Turmeric,Salem,Kharif,100.0,6,200.0,313.0,231,198.0,70.0
672,Maharashtra,16,Turmeric,Salem,Kharif,120.0,8,300.0,563.0,257,215.0,70.0
673,Maharashtra,16,Turmeric,Salem,Kharif,120.0,8,300.0,295.0,218,153.0,70.0
674,Maharashtra,16,Turmeric,Salem,Kharif,140.0,10,400.0,528.0,242,160.0,70.0
675,Maharashtra,16,Turmeric,Salem,Kharif,140.0,10,400.0,277.0,206,108.0,70.0
676,Maharashtra,16,Turmeric,Salem,Kharif,160.0,12,500.0,492.0,227,106.0,70.0
677,Maharashtra,16,Turmeric,Salem,Kharif,160.0,12,500.0,260.0,193,63.0,70.0
678,Maharashtra,16,Turmeric,Salem,Kharif,180.0,14,600.0,457.0,212,51.0,70.0
679,Maharashtra,16,Turmeric,Salem,Kharif,180.0,14,600.0,242.0,180,18.0,70.0
680,Maharashtra,16,Turmeric,Salem,Kharif,200.0,16,700.0,421.0,197,25.0,70.0
681,Maharashtra,16,Turmeric,Salem,Kharif,200.0,16,700.0,225.0,167,25.0,70.0
682,Maharashtra,16,Turmeric,Salem,Kharif,220.0,18,800.0,385.0,182,25.0,70.0
683,Maharashtra,16,Turmeric,Salem,Kharif,220.0,18,800.0,207.0,154,25.0,70.0
684,Maharashtra,16,Chilli,Phule Jyoti,Rabi,100.0,6,200.0,297.6,170.6,195.3,7.0
685,Maharashtra,16,Chilli,Phule Jyoti,Rabi,100.0,6,200.0,186.9,141.1,169.4,7.0
686,Maharashtra,16,Chilli,Phule Jyoti,Rabi,120.0,8,300.0,286.8,164.2,165.3,7.0
687,Maharashtra,16,Chilli,Phule Jyoti,Rabi,120.0,8,300.0,178.9,135.2,143.4,7.0
688,Maharashtra,16,Chilli,Phule Jyoti,Rabi,140.0,10,400.0,276.0,157.9,135.3,7.0
689,Maharashtra,16,Chilli,Phule Jyoti,Rabi,140.0,10,400.0,170.9,129.3,117.4,7.0
690,Maharashtra,16,Chilli,Phule Jyoti,Rabi,160.0,12,500.0,265.2,151.5,105.3,7.0
691,Maharashtra,16,Chilli,Phule Jyoti,Rabi,160.0,12,500.0,162.9,123.3,91.4,7.0
692,Maharashtra,16,Chilli,Phule Jyoti,Rabi,180.0,14,600.0,254.4,145.2,75.3,7.0
693,Maharashtra,16,Chilli,Phule Jyoti,Rabi,180.0,14,600.0,154.9,117.4,65.4,7.0
694,Maharashtra,16,Chilli,Phule Jyoti,Rabi,200.0,16,700.0,243.6,138.9,45.3,7.0
695,Maharashtra,16,Chilli,Phule Jyoti,Rabi,200.0,16,700.0,146.9,111.4,39.4,7.0
696,Maharashtra,16,Chilli,Phule Jyoti,Rabi,220.0,18,800.0,232.8,132.5,15.3,7.0
697,Maharashtra,16,Chilli,Phule Jyoti,Rabi,220.0,18,800.0,138.9,105.5,13.4,7.0
698,Maharashtra,11,Onion,N020401,Rabi,100.0,6,200.0,81.0,74,52.0,25.0
699,Maharashtra,11,Onion,N020401,Rabi,100.0,6,200.0,108.0,94,67.0,30.0
700,Maharashtra,11,Onion,N020401,Rabi,120.0,8,300.0,70.0,65,39.0,25.0
701,Maharashtra,11,Onion,N020401,Rabi,120.0,8,300.0,97.0,85,54.0,30.0
702,Maharashtra,11,Onion,N020401,Rabi,140.0,10,400.0,59.0,57,26.0,25.0
703,Maharashtra,11,Onion,N020401,Rabi,140.0,10,400.0,86.0,77,41.0,30.0
704,Maharashtra,11,Onion,N020401,Rabi,160.0,12,500.0,49.0,48,25.0,25.0
705,Maharashtra,11,Onion,N020401,Rabi,160.0,12,500.0,76.0,68,28.0,30.0
706,Maharashtra,11,Onion,N020401,Rabi,180.0,14,600.0,38.0,39,25.0,25.0
707,Maharashtra,11,Onion,N020401,Rabi,180.0,14,600.0,65.0,60,25.0,30.0
708,Maharashtra,11,Onion,N020401,Rabi,200.0,16,700.0,27.0,30,25.0,25.0
709,Maharashtra,11,Onion,N020401,Rabi,200.0,16,700.0,54.0,51,25.0,30.0
710,Maharashtra,20,Pigeonpea,ICPL087,Kharif,100.0,6,200.0,36.0,63,67.0,16.0
711,Maharashtra,20,Pigeonpea,ICPL087,Kharif,100.0,6,200.0,58.0,86,93.0,20.0
712,Maharashtra,20,Pigeonpea,ICPL087,Kharif,120.0,8,300.0,25.0,54,50.0,16.0
713,Maharashtra,20,Pigeonpea,ICPL087,Kharif,120.0,8,300.0,47.0,77,76.0,20.0
714,Maharashtra,20,Pigeonpea,ICPL087,Kharif,140.0,10,400.0,14.0,44,33.0,16.0
715,Maharashtra,20,Pigeonpea,ICPL087,Kharif,140.0,10,400.0,37.0,67,59.0,20.0
716,Maharashtra,20,Pigeonpea,ICPL087,Kharif,160.0,12,500.0,25.0,35,16.0,16.0
717,Maharashtra,20,Pigeonpea,ICPL087,Kharif,160.0,12,500.0,25.0,58,42.0,20.0
718,Maharashtra,20,Pigeonpea,ICPL087,Kharif,180.0,14,600.0,25.0,25,1.0,16.0
719,Maharashtra,20,Pigeonpea,ICPL087,Kharif,180.0,14,600.0,15.0,48,25.0,20.0
720,Maharashtra,20,Pigeonpea,ICPL087,Kharif,200.0,16,700.0,25.0,16,25.0,16.0
721,Maharashtra,20,Pigeonpea,ICPL087,Kharif,200.0,16,700.0,25.0,39,25.0,20.0
722,Maharashtra,20,Pigeonpea,ICPL087,Kharif,200.0,18,800.0,25.0,25,25.0,16.0
723,Maharashtra,20,Pigeonpea,ICPL087,Kharif,200.0,18,800.0,29.0,25,200.0,20.0
724,Madhya Pradesh,0,Rice,IR08,Kharif,100.0,5,200.0,125.0,118,48.0,30.0
725,Madhya Pradesh,0,Rice,IR08,Kharif,100.0,5,200.0,104.0,100,38.0,40.0
726,Madhya Pradesh,0,Rice,IR08,Kharif,150.0,10,250.0,102.0,95,39.0,30.0
727,Madhya Pradesh,0,Rice,IR08,Kharif,150.0,10,250.0,81.0,75,29.0,40.0
728,Madhya Pradesh,0,Rice,IR08,Kharif,200.0,15,300.0,80.0,69,30.0,30.0
729,Madhya Pradesh,0,Rice,IR08,Kharif,200.0,15,300.0,59.0,51,20.0,40.0
730,Madhya Pradesh,0,Rice,IR08,Kharif,250.0,20,350.0,60.0,44,21.0,30.0
731,Madhya Pradesh,0,Rice,IR08,Kharif,250.0,20,350.0,36.0,26,11.0,40.0
732,Madhya Pradesh,0,Rice,IR08,Kharif,300.0,25,400.0,35.0,20,12.0,30.0
733,Madhya Pradesh,0,Rice,IR08,Kharif,300.0,25,400.0,14.0,0,0.0,40.0
734,New Delhi,2,Wheat,Generic,Rabi,100.0,10,100.0,135.0,80,65.0,50.0
735,New Delhi,2,Wheat,Generic,Rabi,100.0,10,100.0,175.0,110,85.0,60.0
736,New Delhi,2,Wheat,Generic,Rabi,125.0,13,125.0,125.0,70,55.0,50.0
737,New Delhi,2,Wheat,Generic,Rabi,125.0,13,125.0,165.0,100,75.0,60.0
738,New Delhi,2,Wheat,Generic,Rabi,150.0,15,150.0,115.0,60,50.0,50.0
739,New Delhi,2,Wheat,Generic,Rabi,150.0,15,150.0,155.0,90,70.0,60.0
740,New Delhi,2,Wheat,Generic,Rabi,175.0,18,175.0,105.0,50,40.0,50.0
741,New Delhi,2,Wheat,Generic,Rabi,175.0,18,175.0,145.0,80,65.0,60.0
742,New Delhi,2,Wheat,Generic,Rabi,200.0,20,200.0,95.0,40,35.0,50.0
743,New Delhi,2,Wheat,Generic,Rabi,200.0,20,200.0,135.0,65,55.0,60.0
744,New Delhi,2,Wheat,Generic,Rabi,225.0,23,225.0,85.0,30,30.0,50.0
745,New Delhi,2,Wheat,Generic,Rabi,225.0,23,225.0,120.0,55,50.0,60.0
746,New Delhi,2,Wheat,Generic,Rabi,250.0,25,250.0,75.0,20,20.0,50.0
747,New Delhi,2,Wheat,Generic,Rabi,250.0,25,250.0,110.0,45,40.0,60.0
748,New Delhi,2,Wheat,Generic,Rabi,275.0,28,275.0,65.0,10,15.0,50.0
749,New Delhi,2,Wheat,Generic,Rabi,275.0,28,275.0,100.0,35,35.0,60.0
750,New Delhi,2,Wheat,Generic,Rabi,300.0,30,300.0,55.0,10,10.0,50.0
751,New Delhi,2,Wheat,Generic,Rabi,300.0,30,300.0,90.0,25,25.0,60.0
752,New Delhi,2,Wheat,Generic,Rabi,325.0,33,325.0,45.0,10,10.0,50.0
753,New Delhi,2,Wheat,Generic,Rabi,325.0,33,325.0,80.0,15,20.0,60.0
754,New Delhi,2,Wheat,Generic,Rabi,350.0,36,350.0,35.0,10,10.0,50.0
755,New Delhi,2,Wheat,Generic,Rabi,350.0,36,350.0,70.0,10,10.0,60.0
756,New Delhi,2,Wheat,Generic,Rabi,375.0,38,375.0,20.0,10,10.0,50.0
757,New Delhi,2,Wheat,Generic,Rabi,375.0,38,375.0,60.0,10,10.0,60.0
758,Bihar,21,wheat,Generic,Rabi,120.0,4,60.0,0.4,146,115.0,30.0
759,Bihar,21,wheat,Generic,Rabi,120.0,4,60.0,103.0,9,206.0,40.0
760,Bihar,21,wheat,Generic,Rabi,157.0,203,12.3,130.0,6,70.0,30.0
761,Bihar,21,wheat,Generic,Rabi,157.0,203,12.3,0.5,143,108.0,40.0
762,Bihar,21,wheat,Generic,Rabi,70.0,8,203.0,150.0,170,11.6,30.0
763,Bihar,21,wheat,Generic,Rabi,70.0,8,203.0,140.0,8,80.0,40.0
764,Bihar,21,wheat,Generic,Rabi,0.6,140,101.0,37.0,7,200.0,30.0
765,Bihar,21,wheat,Generic,Rabi,0.6,140,101.0,144.0,137,10.9,40.0
766,Bihar,21,wheat,Generic,Rabi,150.0,10,90.0,0.7,137,94.0,30.0
767,Bihar,21,wheat,Generic,Rabi,150.0,10,90.0,10.0,6,197.0,40.0
768,Bihar,21,wheat,Generic,Rabi,137.0,104,10.2,160.0,12,100.0,30.0
769,Bihar,21,wheat,Generic,Rabi,137.0,104,10.2,0.8,134,87.0,40.0
770,Bihar,21,wheat,Generic,Rabi,10.0,6,194.0,130.0,71,9.5,30.0
771,Bihar,21,wheat,Generic,Rabi,10.0,6,194.0,170.0,14,110.0,40.0
772,Bihar,21,wheat,Generic,Rabi,0.9,131,81.0,10.0,5,191.0,30.0
773,Bihar,21,wheat,Generic,Rabi,0.9,131,81.0,123.0,38,8.8,40.0
774,Bihar,21,wheat,Generic,Rabi,180.0,16,120.0,1.0,128,74.0,30.0
775,Bihar,21,wheat,Generic,Rabi,180.0,16,120.0,10.0,4,188.0,40.0
776,Bihar,21,wheat,Generic,Rabi,117.0,10,8.1,190.0,18,130.0,30.0
777,Bihar,21,wheat,Generic,Rabi,117.0,10,8.1,1.1,125,67.0,40.0
778,Bihar,21,wheat,Generic,Rabi,10.0,4,185.0,110.0,10,7.3,30.0
779,Bihar,21,wheat,Generic,Rabi,10.0,4,185.0,200.0,20,140.0,40.0
780,Bihar,21,wheat,Generic,Rabi,1.2,122,60.0,10.0,3,182.0,30.0
781,Bihar,21,wheat,Generic,Rabi,1.2,122,60.0,103.0,10,6.6,40.0
782,Bihar,21,wheat,Generic,Rabi,210.0,22,150.0,1.3,119,54.0,30.0
783,Bihar,21,wheat,Generic,Rabi,210.0,22,150.0,10.0,2,179.0,40.0
784,Bihar,21,wheat,Generic,Rabi,96.0,10,5.9,220.0,24,160.0,30.0
785,Bihar,21,wheat,Generic,Rabi,96.0,10,5.9,1.4,116,47.0,40.0
786,Bihar,21,wheat,Generic,Rabi,10.0,1,176.0,89.0,10,5.2,30.0
787,Bihar,21,wheat,Generic,Rabi,10.0,1,176.0,230.0,26,170.0,40.0
788,Bihar,21,wheat,Generic,Rabi,1.5,113,40.0,10.0,1,173.0,30.0
789,Bihar,21,wheat,Generic,Rabi,1.5,113,40.0,83.0,10,4.5,40.0
790,Bihar,21,wheat,Generic,Rabi,240.0,28,180.0,1.6,110,33.0,30.0
791,Bihar,21,wheat,Generic,Rabi,240.0,28,180.0,10.0,0,170.0,40.0
792,Bihar,21,wheat,Generic,Rabi,76.0,10,3.8,250.0,30,190.0,30.0
793,Bihar,21,wheat,Generic,Rabi,76.0,10,3.8,1.7,107,26.0,40.0
794,Bihar,21,wheat,Generic,Rabi,10.0,0,167.0,69.0,10,3.1,30.0
795,Bihar,21,wheat,Generic,Rabi,10.0,0,167.0,260.0,32,200.0,40.0
796,Bihar,21,wheat,Generic,Rabi,1.8,104,20.0,10.0,0,164.0,30.0
797,Bihar,21,wheat,Generic,Rabi,1.8,104,20.0,62.0,10,2.3,40.0
798,Bihar,21,wheat,Generic,Rabi,270.0,34,210.0,1.9,101,15.0,30.0
799,Bihar,21,wheat,Generic,Rabi,270.0,34,210.0,10.0,0,161.0,40.0
800,Bihar,21,wheat,Generic,Rabi,56.0,10,1.6,280.0,36,220.0,30.0
801,Bihar,21,wheat,Generic,Rabi,56.0,10,1.6,2.0,98,15.0,40.0
802,Bihar,21,wheat,Generic,Rabi,10.0,0,158.0,49.0,10,0.9,30.0
803,Bihar,21,wheat,Generic,Rabi,10.0,0,158.0,290.0,38,230.0,40.0
804,Bihar,21,wheat,Generic,Rabi,2.1,95,15.0,10.0,0,155.0,30.0
